pair,task,kind,method,window,ratio,n,score,actual_budget,budget_std,protocol_version,query_sketch_mode,path,coverage_achieved,coverage_satisfied_layer_ratio,tau,scale
pair6_llama32_abliterated_deepseek3b,twowikimqa,fairness_evict,ValueNorm/Evict,,0.5,200,0.33,0.5178631600000013,7.32714674324092e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/fairness_evict/evict_r0.50_0716_1042,nan,nan,,
pair6_llama32_abliterated_deepseek3b,twowikimqa,fairness_evict,ValueNorm/Evict,,0.6,200,0.395,0.6142802600000005,5.817943479585839e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/fairness_evict/evict_r0.60_0716_1043,nan,nan,,
pair6_llama32_abliterated_deepseek3b,twowikimqa,fairness_random,Random,,0.1,200,0.255,0.13213893000000004,6.245002102183995e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/fairness_random/random_r0.10_0716_1044,nan,nan,,
pair6_llama32_abliterated_deepseek3b,twowikimqa,fairness_random,Random,,0.15,200,0.295,0.18036076500000014,6.108754550708695e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/fairness_random/random_r0.15_0716_1045,nan,nan,,
pair6_llama32_abliterated_deepseek3b,twowikimqa,fairness_random,Random,,0.2,200,0.275,0.228565715,6.651817128088252e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/fairness_random/random_r0.20_0716_1047,nan,nan,,
pair6_llama32_abliterated_deepseek3b,twowikimqa,fairness_random,Random,,0.25,200,0.29,0.27678668000000034,5.757056059511985e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/fairness_random/random_r0.25_0716_1048,nan,nan,,
pair6_llama32_abliterated_deepseek3b,twowikimqa,fairness_random,Random,,0.3,200,0.295,0.3250022550000002,7.384637030372593e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/fairness_random/random_r0.30_0716_1049,nan,nan,,
pair6_llama32_abliterated_deepseek3b,twowikimqa,fairness_random,Random,,0.35,200,0.31,0.3732073549999997,5.29852446986775e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/fairness_random/random_r0.35_0716_1051,nan,nan,,
pair6_llama32_abliterated_deepseek3b,twowikimqa,fairness_random,Random,,0.4,200,0.35,0.4214341600000004,5.813970697929241e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/fairness_random/random_r0.40_0716_1052,nan,nan,,
pair6_llama32_abliterated_deepseek3b,twowikimqa,fairness_random,Random,,0.5,200,0.365,0.5178631600000013,7.32714674324092e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/fairness_random/random_r0.50_0716_1053,nan,nan,,
pair6_llama32_abliterated_deepseek3b,twowikimqa,fairness_random,Random,,0.6,200,0.39,0.6142802600000005,5.817943479585839e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/fairness_random/random_r0.60_0716_1054,nan,nan,,
pair6_llama32_abliterated_deepseek3b,twowikimqa,coverage,B-ReKV,8,,200,0.395,0.39988733500000007,0.03379931785495198,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/twowikimqa/coverage/cov_t0.95_s0.75_w8_0716_1056,0.9199440599999993,0.0,0.95,0.75
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_rekv,ReKV,8,0.1,500,0.354,0.16289150800000002,0.013867288226450294,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_rekv/rekv_w8_r0.10_0718_1101,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_rekv,ReKV,8,0.15,500,0.354,0.18161019600000033,0.0046834714478888794,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_rekv/rekv_w8_r0.15_0718_1103,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_rekv,ReKV,8,0.2,500,0.396,0.22869410200000034,0.0029833807314477204,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_rekv/rekv_w8_r0.20_0718_1104,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_rekv,ReKV,8,0.25,500,0.428,0.276563514,0.0032359886648568744,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_rekv/rekv_w8_r0.25_0718_1106,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_rekv,ReKV,8,0.3,500,0.448,0.32497093200000027,0.003015223633247288,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_rekv/rekv_w8_r0.30_0718_1107,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_rekv,ReKV,8,0.35,500,0.49,0.37284914599999947,0.0031615288672160635,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_rekv/rekv_w8_r0.35_0718_1108,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_rekv,ReKV,8,0.4,500,0.544,0.42146563399999887,0.003033397212588997,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_rekv/rekv_w8_r0.40_0718_1109,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_rekv,ReKV,8,0.5,500,0.614,0.5177405059999988,0.00375101212606726,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_rekv/rekv_w8_r0.50_0718_1110,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_rekv,ReKV,8,0.6,500,0.694,0.6142487740000001,0.00303356135852827,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_rekv/rekv_w8_r0.60_0718_1112,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_evict,ValueNorm/Evict,,0.1,500,0.354,0.16289150800000002,0.013867288226450294,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_evict/evict_r0.10_0718_1113,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_evict,ValueNorm/Evict,,0.15,500,0.37,0.18161019600000033,0.0046834714478888794,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_evict/evict_r0.15_0718_1114,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_evict,ValueNorm/Evict,,0.2,500,0.366,0.22869410200000034,0.0029833807314477204,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_evict/evict_r0.20_0718_1114,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_evict,ValueNorm/Evict,,0.25,500,0.43,0.276563514,0.0032359886648568744,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_evict/evict_r0.25_0718_1115,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_evict,ValueNorm/Evict,,0.3,500,0.452,0.32497093200000027,0.003015223633247288,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_evict/evict_r0.30_0718_1116,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_evict,ValueNorm/Evict,,0.35,500,0.46,0.37284914599999947,0.0031615288672160635,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_evict/evict_r0.35_0718_1117,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_evict,ValueNorm/Evict,,0.4,500,0.488,0.42146563399999887,0.003033397212588997,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_evict/evict_r0.40_0718_1118,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_evict,ValueNorm/Evict,,0.5,500,0.542,0.5177405059999988,0.00375101212606726,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_evict/evict_r0.50_0718_1119,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_evict,ValueNorm/Evict,,0.6,500,0.634,0.6142487740000001,0.00303356135852827,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_evict/evict_r0.60_0718_1120,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_random,Random,,0.1,500,0.354,0.16289150800000002,0.013867288226450294,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_random/random_r0.10_0718_1120,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_random,Random,,0.15,500,0.368,0.18161019600000033,0.0046834714478888794,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_random/random_r0.15_0718_1121,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_random,Random,,0.2,500,0.374,0.22869410200000034,0.0029833807314477204,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_random/random_r0.20_0718_1122,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_random,Random,,0.25,500,0.384,0.276563514,0.0032359886648568744,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_random/random_r0.25_0718_1123,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_random,Random,,0.3,500,0.396,0.32497093200000027,0.003015223633247288,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_random/random_r0.30_0718_1124,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_random,Random,,0.35,500,0.41,0.37284914599999947,0.0031615288672160635,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_random/random_r0.35_0718_1125,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_random,Random,,0.4,500,0.418,0.42146563399999887,0.003033397212588997,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_random/random_r0.40_0718_1125,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_random,Random,,0.5,500,0.49,0.5177405059999988,0.00375101212606726,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_random/random_r0.50_0718_1126,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,fairness_random,Random,,0.6,500,0.57,0.6142487740000001,0.00303356135852827,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/fairness_random/random_r0.60_0718_1127,nan,nan,,
pair6_llama32_abliterated_deepseek3b,tipsheets,coverage,B-ReKV,8,,500,0.43,0.23698031599999972,0.008533472850717455,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/tipsheets/coverage/cov_t0.95_s0.75_w8_0718_1128,0.9266592459999998,0.04999995000000013,0.95,0.75
pair6_llama32_abliterated_deepseek3b,qasper,fairness_rekv,ReKV,8,0.1,500,0.17,0.13214531799999982,7.375475852315999e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_rekv/rekv_w8_r0.10_0718_1129,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_rekv,ReKV,8,0.15,500,0.224,0.18034547400000012,7.224297487533075e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_rekv/rekv_w8_r0.15_0718_1133,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_rekv,ReKV,8,0.2,500,0.246,0.22856622600000026,7.421767613514826e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_rekv/rekv_w8_r0.20_0718_1136,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_rekv,ReKV,8,0.25,500,0.264,0.276799692,7.25272468736982e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_rekv/rekv_w8_r0.25_0718_1139,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_rekv,ReKV,8,0.3,500,0.284,0.3250061139999996,7.724443286617778e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_rekv/rekv_w8_r0.30_0718_1142,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_rekv,ReKV,8,0.35,500,0.294,0.3732115859999999,6.938523781362e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_rekv/rekv_w8_r0.35_0718_1145,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_rekv,ReKV,8,0.4,500,0.3,0.421425987999999,6.621356604697493e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_rekv/rekv_w8_r0.40_0718_1149,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_rekv,ReKV,8,0.5,500,0.308,0.5178685359999988,8.000160759907826e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_rekv/rekv_w8_r0.50_0718_1152,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_rekv,ReKV,8,0.6,500,0.302,0.614288486,6.623312961741724e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_rekv/rekv_w8_r0.60_0718_1155,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_evict,ValueNorm/Evict,,0.1,500,0.106,0.13214531799999982,7.375475852315999e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_evict/evict_r0.10_0718_1158,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_evict,ValueNorm/Evict,,0.15,500,0.136,0.18034547400000012,7.224297487533075e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_evict/evict_r0.15_0718_1201,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_evict,ValueNorm/Evict,,0.2,500,0.156,0.22856622600000026,7.421767613514826e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_evict/evict_r0.20_0718_1204,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_evict,ValueNorm/Evict,,0.25,500,0.188,0.276799692,7.25272468736982e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_evict/evict_r0.25_0718_1207,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_evict,ValueNorm/Evict,,0.3,500,0.214,0.3250061139999996,7.724443286617778e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_evict/evict_r0.30_0718_1210,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_evict,ValueNorm/Evict,,0.35,500,0.224,0.3732115859999999,6.938523781362e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_evict/evict_r0.35_0718_1213,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_evict,ValueNorm/Evict,,0.4,500,0.25,0.421425987999999,6.621356604697493e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_evict/evict_r0.40_0718_1216,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_evict,ValueNorm/Evict,,0.5,500,0.274,0.5178685359999988,8.000160759907826e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_evict/evict_r0.50_0718_1219,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_evict,ValueNorm/Evict,,0.6,500,0.29,0.614288486,6.623312961741724e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_evict/evict_r0.60_0718_1222,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_random,Random,,0.1,500,0.122,0.13214531799999982,7.375475852315999e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_random/random_r0.10_0718_1225,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_random,Random,,0.15,500,0.154,0.18034547400000012,7.224297487533075e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_random/random_r0.15_0718_1228,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_random,Random,,0.2,500,0.178,0.22856622600000026,7.421767613514826e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_random/random_r0.20_0718_1231,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_random,Random,,0.25,500,0.194,0.276799692,7.25272468736982e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_random/random_r0.25_0718_1234,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_random,Random,,0.3,500,0.228,0.3250061139999996,7.724443286617778e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_random/random_r0.30_0718_1237,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_random,Random,,0.35,500,0.262,0.3732115859999999,6.938523781362e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_random/random_r0.35_0718_1240,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_random,Random,,0.4,500,0.252,0.421425987999999,6.621356604697493e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_random/random_r0.40_0718_1244,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_random,Random,,0.5,500,0.272,0.5178685359999988,8.000160759907826e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_random/random_r0.50_0718_1247,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,fairness_random,Random,,0.6,500,0.296,0.614288486,6.623312961741724e-05,query_agnostic_kv_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/fairness_random/random_r0.60_0718_1250,nan,nan,,
pair6_llama32_abliterated_deepseek3b,qasper,coverage,B-ReKV,8,,500,0.302,0.40393804800000005,0.028693096003921857,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/qasper/coverage/cov_t0.95_s0.75_w8_0718_1253,0.9191971279999995,0.0,0.95,0.75
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,fairness_rekv,ReKV,8,0.1,150,0.32666666666666666,0.13214341333333327,6.771993120768727e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/fairness_rekv/rekv_w8_r0.10_0718_1256,nan,nan,,
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,fairness_rekv,ReKV,8,0.15,150,0.38666666666666666,0.18034635999999996,8.569669317702027e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/fairness_rekv/rekv_w8_r0.15_0718_1258,nan,nan,,
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,fairness_rekv,ReKV,8,0.2,150,0.44,0.22858213333333324,6.187697977760696e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/fairness_rekv/rekv_w8_r0.20_0718_1259,nan,nan,,
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,fairness_rekv,ReKV,8,0.25,150,0.4866666666666667,0.2767810533333337,6.666905006925252e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/fairness_rekv/rekv_w8_r0.25_0718_1300,nan,nan,,
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,fairness_rekv,ReKV,8,0.3,150,0.54,0.32499991999999994,6.182107978707452e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/fairness_rekv/rekv_w8_r0.30_0718_1302,nan,nan,,
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,fairness_rekv,ReKV,8,0.35,150,0.5133333333333333,0.3731993199999999,8.212229544645858e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/fairness_rekv/rekv_w8_r0.35_0718_1303,nan,nan,,
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,fairness_rekv,ReKV,8,0.4,150,0.49333333333333335,0.42144092000000033,7.632925147590642e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/fairness_rekv/rekv_w8_r0.40_0718_1305,nan,nan,,
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,fairness_rekv,ReKV,8,0.5,150,0.4866666666666667,0.5178368000000004,7.219018505858206e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/fairness_rekv/rekv_w8_r0.50_0718_1306,nan,nan,,
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,fairness_rekv,ReKV,8,0.6,150,0.49333333333333335,0.6142735466666672,7.640659399727322e-05,query_sketch_bf16_v1,bf16,/home/xay/KVMergeComm/snapshots/full_matched_budget_fairness_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/fairness_rekv/rekv_w8_r0.60_0718_1308,nan,nan,,
